1000007761GREAT LAKES INDEPENDENT BOOKSELLERSVENDOR     
5000000031WORK FORCE                         VENDOR     
5000000032WINTHROP PRINTING CO INC           VENDOR     
5000000033WALSWORTH PUBLISHING COMPANY INC   VENDOR     
5000000034KAGAN AND WOO                      VENDOR     
5000000035ARTECH PRINTING INC                VENDOR     
5000000036MAIL-WELL GRAPHICS                 VENDOR     
5000000037WORKMAN PUBLISHING CO              VENDOR     
5000000038WORKABILITIES                      VENDOR     
5000000039W W NORTON & COMPANY INC           VENDOR     
5000000040W W NORTON & CO                    VENDOR     
5000000041GLOBALWARE SOLUTIONS               VENDOR     
5000000042ABBOTT ACTION INC                  VENDOR     
5000000043ABBOTT ACTION INC                  VENDOR     
5000000044AMERICAN BUSINESS FORMS INC        VENDOR     
5000000045AMER PRINTING HOUSE                VENDOR     
5000000046PEARSON EDUCATION                  VENDOR     
5000000047ABCO                               VENDOR     
5000000048ACME PRINTING COMPANY              VENDOR     
5000000049ENNIS, INC                         VENDOR     
5000000050AJS PREMIER PRINTING               VENDOR     
5000000051AMERICAN LIBRARY ASSOCIATION       VENDOR     
5000000052ALBION PRESS LTD                   VENDOR     
5000000053AMES SPECIALTY PACKAGING           VENDOR     
5000000054AMHERST LABEL INC                  VENDOR     
5000000055ANDERSON LOCK CO LTD               VENDOR     
5000000056ANGEL LITHOGRAPHING CO             VENDOR     
5000000057AMERICAN ORTHOPSYCHIATRIC ASSOC    VENDOR     
5000000058ANDERSEN PRESS                     VENDOR     
5000000059QUEBECOR PTG/ MARTINSBURG          VENDOR     
5000000060UNIVERSITY OF HOUSTON              VENDOR     
5000000061ACADEMIC THERAPY PUBLICATIONS      VENDOR     
5000000062ACME UNITED CORPORATION            VENDOR     
5000000063ALL WEATHER PRODUCTS               VENDOR     
5000000064BRADFORD & BIGELOW INC             VENDOR     
5000000065BANTA COMPANY                      VENDOR     
5000000066VON HOFFMANN CORPORATION           VENDOR     
5000000067BANTA DIGITAL SERVICES             VENDOR     
5000000068BANTA DIGITAL SERVICES             VENDOR     
5000000069BANTA DIGITAL SERVICES             VENDOR     
5000000070BETA GRAPHICS                      VENDOR     
5000000071BEACON PMG                         VENDOR     
5000000072BEACON GROUP INC                   VENDOR     
5000000073BEVIN BROTHERS                     VENDOR     
5000000074BANTA BOOK GROUP                   VENDOR     
5000000075BJR ENTERPRISES                    VENDOR     
5000000076RRD-KAUKAUNA                       VENDOR     
5000000077QUEBECOR PRINTING VERMONT          VENDOR     
5000000078PAUL H BROOKES PUBLISHING CO       VENDOR     
5000000079BLACKBOURN                         VENDOR     
5000000080BRYANT LABEL                       VENDOR     
5000000081BRYANT LABEL                       VENDOR     
5000000082INTERNATIONAL PAPER                VENDOR     
5000000083BANTA BOOK COMPANY                 VENDOR     
5000000084BELMARK INC                        VENDOR     
5000000085BANTA CORPORATION  SOUTHEASTERN    VENDOR     
5000000086BANTA BOOK GROUP                   VENDOR     
5000000087BANTA ISG                          VENDOR     
5000000088BANTA SPECIALTY CONVERTING         VENDOR     
5000000089BANTA BOOK COMPANY                 VENDOR     
5000000090BATAVIA CONTAINER INC              VENDOR     
5000000091BERRYVILLE GRAPHICS INC            VENDOR     
5000000092BAYSTATE PRESS                     VENDOR     
5000000093CASE-HOYT CORP                     VENDOR     
5000000094C & C OFFSET PRINTING              VENDOR     
5000000095PURITAN PRESS INC                  VENDOR     
5000000096LEE & LOW BOOKS LLC                VENDOR     
5000000097ASEBA                              VENDOR     
5000000098COMMERCIAL COMMUNICATIONS INC      VENDOR     
5000000099CFKR CAREER MATERIALS              VENDOR     
5000000100COPY COP INC                       VENDOR     
5000000101COPY COP                           VENDOR     
5000000102CORPORATE DISK CO                  VENDOR     
5000000103CEV MULTIMEDIA                     VENDOR     
5000000104CENTER ON EDUCATION & WORK         VENDOR     
5000000105COLOR FILM CORP                    VENDOR     
5000000106COLOR FILM CORP VIDEO DIV          VENDOR     
5000000107CENTER HOUSE INC                   VENDOR     
5000000108CENTER HOUSE ENTERPRISE            VENDOR     
5000000109CHASE & SONS                       VENDOR     
5000000110CPS INC                            VENDOR     
5000000111COURIER COMPANIES INC              VENDOR     
5000000112CLARKE PRINTING                    VENDOR     
5000000113PROTOCOL                           VENDOR     
5000000114ETA/ CUISENAIRE                    VENDOR     
5000000115BANTA DIGITAL GROUP                VENDOR     
5000000116COURIER COMPANIES INC              VENDOR     
5000000117CINRAM INC                         VENDOR     
5000000118CONTAINER SERVICE CORP             VENDOR     
5000000119CAMBRIDGE SOFT CO                  VENDOR     
5000000120CREATIVE GRAPHICS INC              VENDOR     
5000000121CLAVA AMERICAN                     VENDOR     
5000000122CREATIVE PRINTING SERVICE INC      VENDOR     
5000000123COMMAND WEBB OFFSET                VENDOR     
5000000124CONWAY GREENE CO                   VENDOR     
5000000125DAHLSTROM DISPLAY INC              VENDOR     
5000000126DAAMEN INC                         VENDOR     
5000000127DELTA EDUCATION                    VENDOR     
5000000128DELTA EDUCATION, INC.              VENDOR     
5000000129DEERFIELD PRESS                    VENDOR     
5000000130DELL USA LP                        VENDOR     
5000000131DNP AMERICA LLC                    VENDOR     
5000000132RR DONNELLEY RECEIVABLES INC       VENDOR     
5000000133RRD-RECEIVABLES  INC               VENDOR     
5000000134DONNELLEY RECEIVABLES, IN          VENDOR     
5000000135DOMAIN AUDIO SERVICES LLC          VENDOR     
5000000136DATA RECOGNITION CORP              VENDOR     
5000000137DS GRAPHICS                        VENDOR     
5000000138FIBERMARK DSI                      VENDOR     
5000000139DATA REPRODUCTIONS CORP            VENDOR     
5000000140DUNN & CO INC                      VENDOR     
5000000141P&A GRAPHICS LLC                   VENDOR     
5000000142E & S BOX CO                       VENDOR     
5000000143ERIC ARMIN INC                     VENDOR     
5000000144EDWARDS BROTHERS                   VENDOR     
5000000145ECOLOGICAL FIBERS INC              VENDOR     
5000000146L'ECOLE DES LOISIRS                VENDOR     
5000000147WOLVERINE PRINTING                 VENDOR     
5000000148ED & PSYCH ASSOCIATES INC.         VENDOR     
5000000149ELWOOD PACKAGING                   VENDOR     
5000000150ELSEVIER SCIENCE                   VENDOR     
5000000151ADVANCED DUPLICATION SERVICES LLC  VENDOR     
5000000152EDUCATORS PUBLISHING SERVICE       VENDOR     
5000000153VERMILLION INC                     VENDOR     
5000000154A DAIGGER & COMPANY                VENDOR     
5000000155EVATONE                            VENDOR     
5000000156EUROPADISK                         VENDOR     
5000000157QUEBECOR PRTG/EUSEY PRESS INC      VENDOR     
5000000158EDUCATIONAL VIDEO GROUP            VENDOR     
5000000159EASTERN WIRE PRODUCTS              VENDOR     
5000000160VHPS                               VENDOR     
5000000161FRUEND CAN COMPANY                 VENDOR     
5000000162FIDELITY CONTAINER CORPORATION     VENDOR     
5000000163QUEBECOR PRINTING/FAIRFIELD        VENDOR     
5000000164FILMS FOR THE HUMANITIES & SCIENCESVENDOR     
5000000165FIRST IMPRESSION                   VENDOR     
5000000166FIRST IMPRESSION                   VENDOR     
5000000167QUEBECOR PRINTING KINGSPORT INC    VENDOR     
5000000168FLAMBEAU PRODUCTS CORPORATION      VENDOR     
5000000169FRIESEN PRINTERS                   VENDOR     
5000000170SUNBURST/KNOWLEDGE ADVENTURE       VENDOR     
5000000171FYI CAREER KIDS                    VENDOR     
5000000172GLEN BARD GRAPHICS INC             VENDOR     
5000000173GROLIER PUBLISHING                 VENDOR     
5000000174GENESIS PRESS                      VENDOR     
5000000175GINTZLER GRAPHICS INC              VENDOR     
5000000176GREAT LAKES MEDIA TECHNOLOGY       VENDOR     
5000000177RR DONNELLEY RECEIVABLES           VENDOR     
5000000178GUILFORD PUBLICATIONS INC          VENDOR     
5000000179RR DONNELLEY RECEIVABLES INC       VENDOR     
5000000180GREAT NORTHERN CONTAINER           VENDOR     
5000000181GRELIND PRINTING CENTER            VENDOR     
5000000182GTCO CALCOMP                       VENDOR     
5000000183G & W PACKAGING INC                VENDOR     
5000000184HAMILTON PRINTING CO               VENDOR     
5000000185HARPERCOLLINS PUBLISHERS           VENDOR     
5000000186HARPERCOLLINS PUBLISHERS           VENDOR     
5000000187PRESIDENT & FELLOWS OF HARVARD COLLVENDOR     
5000000188HARPERCOLLINS PUBLISHERS           VENDOR     
5000000189D B HESS CO INC                    VENDOR     
5000000190QUADGRAPHICS COMMERCIAL & SPECIALTYVENDOR     
5000000191HI LITER GRAPHICS                  VENDOR     
5000000192HOLUM & SONS CO INC                VENDOR     
5000000193BEANSTALK GROUP                    VENDOR     
5000000194HINZ LITHOGRAPHING CO              VENDOR     
5000000195MPS                                VENDOR     
5000000196ROYAL HOROWITZ RAE INC             VENDOR     
5000000197HOME PRODUCTS INTERNATIONAL        VENDOR     
5000000198HARPERCOLLINS PUBLISHERS           VENDOR     
5000000199HOWSTUFFWORKS INC                  VENDOR     
5000000200QUEBECOR PRTG/KINGSPORT            VENDOR     
5000000201INTERGRATED BOOK TECHNOLOGY        VENDOR     
5000000202GRAPHIC SERVICES LLC               VENDOR     
5000000203INSTRUCTIONAL MATERIALS GROUP LLC  VENDOR     
5000000204INDUSTRIAL COATINGS GROUP          VENDOR     
5000000205XPRESS360 INC                      VENDOR     
5000000206INSTRUCTIONAL RESOURCES CORP       VENDOR     
5000000207INNOVATIVE USA INC                 VENDOR     
5000000208IVY HILL CORPORATION               VENDOR     
5000000209JAGUAR ADVANCED GRAPHICS           VENDOR     
5000000210J.G. FERGUSON PUBLISHING           VENDOR     
5000000211JIST WORKS, INC                    VENDOR     
5000000212JESSE JONES INDUSTRIES             VENDOR     
5000000213JOHNS BYRNE COMPANY                VENDOR     
5000000214JUSKIE PRINTING CORP               VENDOR     
5000000215JOHN WILEY & SONS INC              VENDOR     
5000000216KOEN BOOK DISTRIBUTORS             VENDOR     
5000000217COURIER KENDALLVILLE               VENDOR     
5000000218KING PRINTING COMPANY INC          VENDOR     
5000000219KINKOS                             VENDOR     
5000000220KIRKWOOD PRINTING                  VENDOR     
5000000221AMES ON DEMAND                     VENDOR     
5000000222KASE PRINTING INC                  VENDOR     
5000000223L & P CONVERTERS INC               VENDOR     
5000000224LAFAYETTE INSTRUMENT COMPANY INC   VENDOR     
5000000225LEHIGH PENNSAUKEN                  VENDOR     
5000000226LAVIGNE                            VENDOR     
5000000227LAKE BOOK MANUFACTURING INC        VENDOR     
5000000228LEHIGH DIGITAL                     VENDOR     
5000000229LIPPINCOTT WILLIAMS & WILKINS      VENDOR     
5000000230LIPPINCOTT WILLIAMS & WILKINS      VENDOR     
5000000231PACIFIC PIER INC                   VENDOR     
5000000232LEHIGH DIGITAL                     VENDOR     
5000000233LINEHAN INC                        VENDOR     
5000000234LION LABELS INC                    VENDOR     
5000000235RAND MCNALLY                       VENDOR     
5000000236CENTRAL NATIONAL-GOTTESMAN INC     VENDOR     
5000000237LINDENMEYER PAPER CO INC           VENDOR     
5000000238LITPAC                             VENDOR     
5000000239LASER SYSTEMS SERVICE              VENDOR     
5000000240LITTLE BROWN                       VENDOR     
5000000241LIBRARY VIDEO COMPANY              VENDOR     
5000000242LIVE WIRE MEDIA                    VENDOR     
5000000243LIPPINCOTT WILLIAMS & WILKINS      VENDOR     
5000000244MAZER CORPORATION                  VENDOR     
5000000245MAZER CORPORATION                  VENDOR     
5000000246MASSACHUSETTS ENVELOPE CO INC      VENDOR     
5000000247MALLOY LITHOGRAPHING INC           VENDOR     
5000000248MACMILLAN PUBLISHERS LTD           VENDOR     
5000000249MCGRAW HILL INC                    VENDOR     
5000000250MCGRAW HILL INC                    VENDOR     
5000000251MCGRAW HILL INC                    VENDOR     
5000000252PHOENIX COLOR CORP                 VENDOR     
5000000253NCS PEARSON INC                    VENDOR     
5000000254MERCANTILE PRINTING                VENDOR     
5000000255M & G COMMERCIAL PRINTERS          VENDOR     
5000000256MBI INTERNATIONAL                  VENDOR     
5000000257MILLS INDUSTRIES INC               VENDOR     
5000000258MARKETING OUT OF THE BOX           VENDOR     
5000000259MITCHELLACE                        VENDOR     
5000000260UNIVERSAL MILLENNIUM               VENDOR     
5000000261MULTIMEDIA REPRODUCTION SERVICES   VENDOR     
5000000262MOORE STORE                        VENDOR     
5000000263MOORE LANGEN PRINTING              VENDOR     
5000000264MOORE BUSINESS FORMS INC           VENDOR     
5000000265RRD-IOWA CITY                      VENDOR     
5000000266MAPLE VAIL BOOK MANUFACTURING GP   VENDOR     
5000000267NEW PAGE CORPORATION               VENDOR     
5000000268AMERICA ONLINE INC                 VENDOR     
5000000269MILLBROOK PRESS                    VENDOR     
5000000270MAPLE VAIL                         VENDOR     
5000000271NCS PEARSON                        VENDOR     
5000000272NCS PEARSON INC                    VENDOR     
5000000273MOORE LANGEN PRINTING              VENDOR     
5000000274METATEC CORP                       VENDOR     
5000000275MULTIPLE IMAGES                    VENDOR     
5000000276BFS ENTERTAINMENT & MULTIMEDIA LTD VENDOR     
5000000277MARVEL EDUCATION INC               VENDOR     
5000000278NORTH ATTLEBORO JEWELRY CO         VENDOR     
5000000279NASCO                              VENDOR     
5000000280REINDL NICHOLSTONE LLC             VENDOR     
5000000281NATIONAL BOOK FOUNDATION           VENDOR     
5000000282PHOENIX COLOR CORP                 VENDOR     
5000000283SULLIVAN BROTHERS                  VENDOR     
5000000284NORTHEAST OFFSET                   VENDOR     
5000000285NEW ENGLAND TYPOGRAPHIC SERVICE    VENDOR     
5000000286U&I GRAPHIC COMMUNICATIONS         VENDOR     
5000000287NL ASSOCIATES LLC                  VENDOR     
5000000288NORTHEAST OFFSET INC               VENDOR     
5000000289NTC/CONTEMPORARY PUBL CO           VENDOR     
5000000290NATIONAL GEOGRAPHIC SOCIETY        VENDOR     
5000000291NATIONAL GEOGRAPHIC SOCIETY        VENDOR     
5000000292NATIONAL GEOGRAPHIC SOCIETY        VENDOR     
5000000293NATIONAL GEOGRAPHIC SOCIETY        VENDOR     
5000000294MILANOSTAMPA  SPA                  VENDOR     
5000000295BUNK 1 PRODUCTIONS INC             VENDOR     
5000000296CYCLE INC                          VENDOR     
5000000297OFFSET PAPERBACK MFRS INC          VENDOR     
5000000298ORIENTAL TRADING COMPANY INC       VENDOR     
5000000299OXFORD UNIVERSITY PRESS            VENDOR     
5000000300OXFORD UNIV PRESS                  VENDOR     
5000000301UNIVERISTY OF OXFORD PRESS         VENDOR     
5000000302PARAGON FORMS INC                  VENDOR     
5000000303PAK 2000                           VENDOR     
5000000304PATTERSON PRINTING                 VENDOR     
5000000305PENGUIN BOOKS LTD                  VENDOR     
5000000306PBS VIDEO                          VENDOR     
5000000307LSQ FUNDING GROUP                  VENDOR     
5000000308CROSSMEDIA                         VENDOR     
5000000309PHOENIX COLOR CORP                 VENDOR     
5000000310PCWHOLESALE                        VENDOR     
5000000311PCWHOLESALE                        VENDOR     
5000000312PENGUIN USA                        VENDOR     
5000000313THE J PAUL GETTY TRUST             VENDOR     
5000000314PHOENIX COLOR CORP                 VENDOR     
5000000315PHOENIX COLOR                      VENDOR     
5000000316PRENTICE HALL                      VENDOR     
5000000317PACKAGING HOUSE                    VENDOR     
5000000318POCKET BOOKS                       VENDOR     
5000000319BAGPEDDLER INC/PROMOPEDDLER        VENDOR     
5000000320PLANO MOLDING COMPANY              VENDOR     
5000000321PRECISION OFFSET PRINTING COMPANY IVENDOR     
5000000322PRESS OF OHIO INC                  VENDOR     
5000000323PRESS OF OHIO THE                  VENDOR     
5000000324PRECISION OFFSET PRINTING CO INC   VENDOR     
5000000325JOHN P POW COMPANY INC             VENDOR     
5000000326JOHN P POW CO INC                  VENDOR     
5000000327PRO PRINT                          VENDOR     
5000000328PRESS RUN                          VENDOR     
5000000329PRATT PAPER COMPANY                VENDOR     
5000000330PRATT PAPER COMPANY                VENDOR     
5000000331PRO-ED                             VENDOR     
5000000332PREMIER AGENDAS INC                VENDOR     
5000000333PSI COMMUNICATIONS INC             VENDOR     
5000000334PRINTSOURCE                        VENDOR     
5000000335QUEBECOR WORLD BUFFALO             VENDOR     
5000000336QUEBECOR WORLD                     VENDOR     
5000000337QUARTO PUBLISHING                  VENDOR     
5000000338QUESTAR DATA SYSTEMS INC           VENDOR     
5000000339QUEBECOR PRINTING - DUBUQUE INC    VENDOR     
5000000340RANDOM HOUSE                       VENDOR     
5000000341RAPID REPRODUCTION                 VENDOR     
5000000342NEW TERRITORIES INC                VENDOR     
5000000343LYKE CORP                          VENDOR     
5000000344REGION IV EDUCATION SERVICE CENTER VENDOR     
5000000345BURT RIGID BOX INC                 VENDOR     
5000000346RENAISSANCE LEARNING CENTER        VENDOR     
5000000347LEO PAPER PRODUCTS LTD             VENDOR     
5000000348QUEBECOR WORLD - MEXICO            VENDOR     
5000000349ROSE PRINTING                      VENDOR     
5000000350ROSS GAGE INC                      VENDOR     
5000000351ROOSEVELT PAPER COMPANY            VENDOR     
5000000352SCHLEICH/TOTAL TOYS                VENDOR     
5000000353RUNCO                              VENDOR     
5000000354RIVERSIDE GROUP                    VENDOR     
5000000355RAND WHITNEY CONTAINER LLC         VENDOR     
5000000356DORIS E EXNER                      VENDOR     
5000000357COGNITIVE CORPORATION              VENDOR     
5000000358OPTICAL DISC SOLUTIONS INC         VENDOR     
5000000359SUPERIOR PRINTING & PROMOTION INC  VENDOR     
5000000360BICKNELL AND FULLER                VENDOR     
5000000361STONE CONTAINER CORP               VENDOR     
5000000362STONE CONTAINER CORP               VENDOR     
5000000363SCHOLASTIC INC                     VENDOR     
5000000364RRD - SOUTH CHINA PRINTING COMPANY VENDOR     
5000000365SONY DISC MANUFACTURING            VENDOR     
5000000366SONY DISCOS INC                    VENDOR     
5000000367STANDARD REGISTER                  VENDOR     
5000000368STANDARD REGISTER                  VENDOR     
5000000369STANDARD REGISTER                  VENDOR     
5000000370SFERA                              VENDOR     
5000000371SIDESHOW INC                       VENDOR     
5000000372VWR FUNDING INC                    VENDOR     
5000000373LIBRARY VIDEO COMPANY              VENDOR     
5000000374QUEBECOR PRINTING SEMLINE INC      VENDOR     
5000000375SONY MUSIC SPECIAL PRODUCTS        VENDOR     
5000000376SONY BMG MUSIC CUSTOM MARKETING    VENDOR     
5000000377SOUTH CHINA PRINTING               VENDOR     
5000000378BANTA SOUTHEASTERN INC             VENDOR     
5000000379APPLIED SYMBOLIX                   VENDOR     
